,Review,UpVotes,Rating,Label,Length,Positive,Negative,Present,Past,Future,b,f,r,u
1305,mentioned ola emergency option opted app hospital emergency found app updating,0.0,3.0,r,170,1,-2,0.25,0.75,0.0,0,0,1,0
1307,helpful happiness journey route city place place reach target ending stage stop,0.0,5.0,r,131,3,-1,1.0,0.0,0.0,0,0,1,0
1309,observed recent time month app showing route traveling start journey reason please correct issue showing route journey correct need driver,252.0,2.0,f,294,3,-1,0.75,0.25,0.0,0,1,0,0
1311,worst service charge more quoted take long time book cabtaxi doesnt give option cancel continues searching end service sometimes app doesnt work needed worst condition ive felt challenge market,5.0,1.0,r,291,1,-3,0.5555555555555556,0.3333333333333333,0.1111111111111111,0,0,1,0
1313,lot time show double triple actual price peak time estimated fare sometimes minute traffic jam bill double estimated fare app smooth monetary feature worse support team,233.0,3.0,b,292,2,-2,0.5,0.5,0.0,1,0,0,0
1315,uninstall worst app year ola fact bad irresponsible app feel rate showing booking automatically increased time paymentit happens recently dont care custome,170.0,1.0,u,288,1,-3,0.5714285714285714,0.42857142857142855,0.0,0,0,0,1
1317,app simple easy improvement made thing complicated time load old interface sudden shift newer interface support section working response complaint till response time suppo,592.0,2.0,f,295,2,-2,0.4,0.6,0.0,0,1,0,0
1319,wanted send support bug wont report appfeels intentional driver call entire trip drowsy stopped midway breakfast trip cost due longer route time kill unnecessary activity shot,201.0,1.0,b,288,2,-2,0.16666666666666666,0.3333333333333333,0.5,1,0,0,0
1321,work treat except contact driver could driver caused charged time ride cancelled time leaving pay love taxi month,16.0,4.0,r,291,3,-2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,1,0
1323,login new phone requires email verification otp verification password need step forgot password ivr call confirm identity giving correct input call approve reject caller havent received,128.0,1.0,f,279,1,-2,0.4444444444444444,0.3333333333333333,0.2222222222222222,0,1,0,0
1325,app like travel private transport price surge apparent reason supposed pay time extra waiting fee already high price dont carry cash always pay online,174.0,1.0,r,291,2,-1,0.75,0.125,0.125,0,0,1,0
1327,booked ola cab ride option hr journey mentioned driver detail minute pickup time pickup didnt message inside app driver cancelled ride,121.0,2.0,r,290,1,-2,0.375,0.625,0.0,0,0,1,0
1329,pay reward promised driver opted ultimate plan promise pay reward online hour completed end pay reason misused app misuse app online,80.0,1.0,r,282,2,-1,0.14285714285714285,0.5714285714285714,0.2857142857142857,0,0,1,0
1331,constant crash booking made immediately cancelled app crash digit secure code achieve driver already youre youve added perceived level security slows added benefit,113.0,2.0,b,291,2,-2,0.75,0.25,0.0,1,0,0,0
1333,apps map isnt accurate driver time driver didnt collect place setting system google pay didnt accept payment time app rectify settle payment google pay app,195.0,1.0,b,294,1,-1,0.6666666666666666,0.0,0.3333333333333333,1,0,0,0
1335,pay ride debit card always create problem always flash message connection poor amd restored amd push network send otp time amd moment put otp tell network issue,89.0,1.0,b,295,1,-2,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,0,0,0
1337,reported issue app havent response call paying possiblei regret app place ill ola money im charged buck running,68.0,1.0,b,289,1,-2,0.5555555555555556,0.4444444444444444,0.0,1,0,0,0
1339,referral code total scam app apparently work referred supposedly ridebut time apply code invalid tested elsesame error support day confirm error techni,163.0,1.0,r,286,2,-2,0.2727272727272727,0.45454545454545453,0.2727272727272727,0,0,1,0
1341,tc privacy policy faq page dont open sort company afraid provide info sign ola app wont enable location deliberately doesnt detect address correctly invariably directs rideshares neighb,83.0,1.0,b,289,1,-4,0.8,0.0,0.2,1,0,0,0
1343,app doesnt update list cab close reopen app doesnt load today sudden app account blocked written email id available google emergency call wait hour horrible custo,171.0,1.0,b,291,1,-4,0.3333333333333333,0.6666666666666666,0.0,1,0,0,0
1345,signed expecting discount trip new member email half trip process apply thought code texted discount applied dont ride share discount expire,42.0,2.0,u,287,1,-1,0.5,0.5,0.0,0,0,0,1
1347,app stupid core bug impossible take eternity find cab cab confirms booking youve closed app reason closing app longer require cab,37.0,1.0,b,296,1,-3,0.8333333333333334,0.16666666666666666,0.0,1,0,0,0
1349,big bug app always crash tell sign sign always fails clear app data sign work happens constantly happened time past day please fix,74.0,1.0,b,261,3,-3,0.6666666666666666,0.16666666666666666,0.16666666666666666,1,0,0,0
1351,efficient prompt hassle friendly staff member ride successfully booked return home fast friendly quick reliable,0.0,5.0,u,154,3,-2,0.0,1.0,0.0,0,0,0,1
1353,bad experience app customer service app recently due internal issue glitch communicated restored surprisingly shown ride week charged communicated,289.0,1.0,u,294,1,-3,0.0,1.0,0.0,0,0,0,1
1355,worst ride booking app app rating negative unfortunately lowest give route showed map longer time taking generally location reached,185.0,1.0,u,297,1,-3,0.25,0.625,0.125,0,0,0,1
1357,charged wrong cancellation fee option report everytime support wrong call feature option number incorrect frustrating inappropriate cancellation fee forcefully added,60.0,1.0,u,291,2,-4,0.5,0.4,0.1,0,0,0,1
1359,set app pay credit card billed account ola policy payment made concluding trip frequently commencement trip app trip concluding allow payment made,97.0,1.0,u,292,1,-1,0.5,0.5,0.0,0,0,0,1
1361,time input phone number login page didnt app asking phone number mail id time uninstalled app installed app service working angry app time old version good new version worsted please,135.0,1.0,b,296,3,-4,0.5,0.25,0.25,1,0,0,0
1363,day chance havent book cab strange loading time best experience bangalore airport good guy please fix problem issue developer dont,12.0,1.0,b,286,3,-2,0.75,0.25,0.0,1,0,0,0
1365,good service unnecessary reminder clearing due r extra customer service pathetic reach guy app disclosed customer care number effort put,30.0,5.0,u,289,3,-3,0.6666666666666666,0.3333333333333333,0.0,0,0,0,1
1367,apps worst experience app dont customer care number dont reply email facing payment related issue body help dont forget add late payment charge,239.0,1.0,u,292,2,-3,0.2727272727272727,0.36363636363636365,0.36363636363636365,0,0,0,1
1369,factory reset sign app erroring account device bug account wrote email support response point guessing pathetic service ola competitor,10.0,1.0,b,238,2,-3,0.5,0.5,0.0,1,0,0,0
1371,update time open app asks login failure wrong please time always reinstall app logged switch app bang error,174.0,1.0,b,297,3,-3,0.5555555555555556,0.2222222222222222,0.2222222222222222,1,0,0,0
1373,totally worst booked ride selected location app show location selected driver location complained customer service dont provide solution pay extra charge parking micro ride bill,6.0,1.0,u,295,1,-4,0.3333333333333333,0.5555555555555556,0.1111111111111111,0,0,0,1
1375,disgusting software everytime click cancel ride button response minute repeatedly clicking button waiting box box cancellation late charged wrong phone app,218.0,1.0,b,296,1,-4,0.8571428571428571,0.14285714285714285,0.0,1,0,0,0
1377,laggy doesnt work alot time annoyingly app doesnt driver drop youre watching drive dont dont need work,17.0,2.0,u,242,1,-3,0.75,0.0,0.25,0,0,0,1
1379,app issue clear due turn gps stupid gps popup blocking ui mandatory booking ride clear due option difficult find side menu payment ola money similar confusing payment,102.0,2.0,b,290,1,-3,0.75,0.0,0.25,1,0,0,0
1381,app didnt open yesterday showed white screen access account info setup ola supported city making signing checking account info difficult support rider lacking check faq compared uber search location difficult auto search,31.0,2.0,b,294,2,-2,0.5,0.5,0.0,1,0,0,0
1383,worst app booking cab recommend install app doctos appointment booking ola time cancelled faced issue driver everytime worst app dont install mobile waste space,74.0,1.0,u,290,1,-3,0.4444444444444444,0.3333333333333333,0.2222222222222222,0,0,0,1
1385,useful need follow better quality car extra rate ola executive available city sometimes like yesterday real junk vehicle maintained terribly felt like share auto,61.0,3.0,u,280,3,-4,0.5714285714285714,0.42857142857142855,0.0,0,0,0,1
1387,made payment googlepay driver screen displayed pay cash calling customer support person need pay cash payment googlepay reverted back week half month didnt receive money,294.0,1.0,u,292,2,-2,0.2857142857142857,0.5714285714285714,0.14285714285714285,0,0,0,1
1389,ola designer totally careless user account deleted payment option particular credit card could appearing repeat recent transaction called ola customer care guess resolution install app reinstall application,24.0,1.0,u,294,2,-3,0.375,0.25,0.375,0,0,0,1
1391,started ridiculous amount ad stupidly calling cab company launched barely basic lot useful feature marketed wrong checking number plate car plea,27.0,1.0,u,294,2,-3,0.625,0.375,0.0,0,0,0,1
1393,app worked fine ride travelling town back home town ola isnt available mean open app home check ride history complete end month expense claim app block message telling ola available locat,65.0,2.0,u,297,3,-2,0.8333333333333334,0.16666666666666666,0.0,0,0,0,1
1395,ride minute total journey due lengthy diversion london charged full amount mile ride app remediation terribly slow phone support advice avoiding app sort technology,131.0,1.0,u,293,2,-4,0.2,0.4,0.4,0,0,0,1
1397,smart manipulation recent app recommends prime play rodes want change payment method matter choose micro mini back prime play smart fooling customer double check thet prime play selected ride start,11.0,1.0,u,291,2,-2,0.8333333333333334,0.16666666666666666,0.0,0,0,0,1
1399,bug ride ordered contact cancel ride support button home screen tap order ride airport apply coupon change destination terminal reapply coupon doesnt work work,45.0,1.0,b,283,2,-2,0.3333333333333333,0.16666666666666666,0.5,1,0,0,0
1401,reinstalled app mobile service forgot password ola account login checked support coonected mail link change password likned mail showing link change ola,79.0,1.0,b,295,2,-1,0.375,0.625,0.0,1,0,0,0
1403,ola app continuously shutting opening day kindly check,0.0,4.0,b,87,2,-1,1.0,0.0,0.0,1,0,0,0
1405,worst app unnecessary reminder cleared due charging extra money,0.0,1.0,u,100,1,-3,0.6666666666666666,0.3333333333333333,0.0,0,0,0,1
1407,weird app need otp password login ivf call doesnt work entered otp correctly call make confirmed number head millionth time uber login,45.0,1.0,b,293,1,-2,0.6666666666666666,0.3333333333333333,0.0,1,0,0,0
1409,voucher inviting friend misleading signing adding bank detail ride add invitation voucher option could bus home sooner ola whilst paying,83.0,1.0,r,274,2,-2,0.75,0.125,0.125,0,0,1,0
1411,ola cab worst app month beginning fine month started problem yesterday struggling hour cab cab cab driver extra money support section show,153.0,1.0,b,297,3,-3,0.5555555555555556,0.3333333333333333,0.1111111111111111,1,0,0,0
1413,wont access app properly need fix issue im pucking current location driver available order cab popping change location b brother app work totally fine location idea,25.0,1.0,b,300,4,-1,0.5714285714285714,0.14285714285714285,0.2857142857142857,1,0,0,0
1415,download useless shpwing change location need ask cab featurea afe working due notification continuously milions commercial daily,11.0,1.0,b,295,1,-3,0.6,0.0,0.4,1,0,0,0
1417,subscription ola ride ride cost flat fare micro mini ride km distance travel km price r time horrible subscription bcz need travel daily location,49.0,1.0,r,284,1,-4,0.6666666666666666,0.16666666666666666,0.16666666666666666,0,0,1,0
1419,charge day ola auto charge usual autorikshaws busrailway station charge offer available recommend emergencythe number experience today price shown google map,7.0,1.0,r,279,1,-2,0.8333333333333334,0.16666666666666666,0.0,0,0,1,0
1421,account hacked nashik mumbai call emergency number answering receiving email show email verified uninstalled app register woth number sam,23.0,1.0,r,295,1,-2,0.42857142857142855,0.5714285714285714,0.0,0,0,1,0
1423,need fix issue order ride app constantly lag result losing track car compared uber app lag app need update accurate letting customer car arrived numerous time app car arrived arrives fiv,34.0,4.0,b,297,1,-3,0.6363636363636364,0.2727272727272727,0.09090909090909091,1,0,0,0
1425,poor app support connect support time error charging customer error occurs increase cost started ola day bad experience month back enrolled ola pas tod,41.0,1.0,b,294,2,-3,0.625,0.25,0.125,1,0,0,0
1427,driver dont follow expected prime play sedan booked book prime play sedan expected ac cab coming regular sedan driver window open save fuel wont close turn ac till passenger himher wor,13.0,3.0,r,294,2,-1,0.4,0.4,0.2,0,0,1,0
1429,sometimes helpful time pathetic experience driver rude deny ride cancel ride dont cancel penalty late waiting cancel ride ive,13.0,1.0,r,293,3,-4,0.5,0.0,0.5,0,0,1,0
1431,strange issue facing ola recently ride paid completed book ride already ride scheduled card book ride remove upi id contacted support phone told,55.0,1.0,u,295,2,-1,0.2727272727272727,0.45454545454545453,0.2727272727272727,0,0,0,1
1433,terribly wrong app day asking mobile verification everytime open verifying ola year bad experience worst service,55.0,1.0,b,259,1,-4,1.0,0.0,0.0,1,0,0,0
1435,worst app always glitch select card payment team insist pay cash always need uninstall app install back customer service app provides problem multitasking phone hang close second,8.0,1.0,b,276,1,-3,0.6666666666666666,0.0,0.3333333333333333,1,0,0,0
1437,honest reviewthis app simple easy fast rule driver cancel ride fine money uswhen driver late road pick location automatically increase fair cost giving message yeah driver fault,12.0,2.0,u,293,3,-2,0.5714285714285714,0.2857142857142857,0.14285714285714285,0,0,0,1
1439,update awful option book ride app layout alternating older version current version app closed opened time,3.0,3.0,b,207,1,-4,0.5,0.5,0.0,1,0,0,0
1441,great app recommendation goodbut suggestion lyric poster good pls bring feature download full song lyric infoi found lyric downloading option new video feature good identity song feature badafter recent,273.0,3.0,f,287,3,-1,0.75,0.25,0.0,0,1,0,0
1443,nice collection need improvement like simple accurately searching song good simple command operation want make app user friendly time understand operate app feel ur app complex,559.0,5.0,f,295,4,-1,1.0,0.0,0.0,0,1,0,0
